mondo id	mondo label	phenotypes to high-level hpo	histopheno	of body system or component	of developmental or physiological process	of etiologic mechanism	of genetic or genomic mechanism	of primarily extrinsic mechanism	of molecular mechanism
MONDO:0016264	autoimmune hepatitis	Abnormality of the nervous system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Neoplasm; Abnormal cellular phenotype; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Constitutional symptom; Abnormality of the genitourinary system; Abnormality of the cardiovascular system; Abnormality of the immune system	immune_system; digestive_system; endocrine; metabolism_homeostasis; blood; integument; nervous_system; musculature; skeletal_system; genitourinary_system; neoplasm	digestive system disorder; immune system disorder; endocrine system disorder					
MONDO:0016367	dermatomyositis	Abnormality of limbs; Abnormality of the breast; Abnormality of the nervous system; Growth abnormality; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the voice; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Neoplasm; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system	integument; musculature; immune_system; digestive_system; metabolism_homeostasis; respiratory; blood; neoplasm; skeletal_system; nervous_system; head_neck; connective_tissue; growth; endocrine; breast	integumentary system disorder; musculoskeletal system disorder; connective tissue disorder		idiopathic disease			
MONDO:0016575	primary ciliary dyskinesia	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of the ear; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	respiratory; digestive_system; head_neck; immune_system; genitourinary_system; musculature; skeletal_system; ear; nervous_system; blood; eye; growth; metabolism_homeostasis; endocrine; prenatal_or_birth	syndromic disease; respiratory system disorder			hereditary disease		ciliopathy
MONDO:0016586	systemic mastocytosis	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	blood; immune_system; digestive_system; integument; neoplasm; musculature; skeletal_system; metabolism_homeostasis; endocrine; nervous_system; growth; respiratory	immune system disorder; hematologic disorder		cancer or benign tumor			
MONDO:0016587	arrhythmogenic right ventricular cardiomyopathy	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	integument; head_neck; nervous_system; musculature; respiratory; metabolism_homeostasis; digestive_system; blood; ear	musculoskeletal system disorder; cardiovascular disorder					
MONDO:0017276	frontotemporal dementia	Abnormality of the nervous system	nervous_system; musculature; skeletal_system; metabolism_homeostasis; head_neck; blood; digestive_system; growth; eye; genitourinary_system; prenatal_or_birth; neoplasm; immune_system; endocrine; respiratory	nervous system disorder	psychiatric disorder		hereditary disease		
MONDO:0017771	Mayer-Rokitansky-Kuster-Hauser syndrome	Abnormality of the nervous system; Abnormality of the musculoskeletal system; Abnormality of the digestive system; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of the cardiovascular system	genitourinary_system; head_neck; skeletal_system; musculature; nervous_system; digestive_system; ear; integument; growth	syndromic disease; reproductive system disorder					
MONDO:0018088	familial Mediterranean fever	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the integument; Abnormality of the digestive system; Abnormality of the respiratory system; Abnormality of the musculoskeletal system; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Constitutional symptom; Abnormality of the genitourinary system; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system	digestive_system; immune_system; metabolism_homeostasis; genitourinary_system; nervous_system; blood; skeletal_system; musculature; integument; respiratory; head_neck; endocrine	syndromic disease; connective tissue disorder; immune system disorder			hereditary disease		
MONDO:0018097	infantile spasms	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	nervous_system; musculature; head_neck; digestive_system; skeletal_system; eye; respiratory; growth; integument; genitourinary_system; immune_system	syndromic disease; nervous system disorder					
MONDO:0018646	sclerosing cholangitis	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	digestive_system; endocrine; integument; immune_system; metabolism_homeostasis; head_neck; blood; skeletal_system; musculature; genitourinary_system; nervous_system; neoplasm; connective_tissue; eye; respiratory; ear; growth	digestive system disorder; endocrine system disorder					
MONDO:0018920	peripartum cardiomyopathy	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of blood and blood-forming tissues; Abnormality of the endocrine system; Abnormality of metabolism/homeostasis; Constitutional symptom; Abnormality of the cardiovascular system; Abnormality of the immune system	respiratory; metabolism_homeostasis; immune_system; digestive_system; blood; endocrine; nervous_system; musculature; growth	musculoskeletal system disorder; cardiovascular disorder	obstetric disorder				
MONDO:0018993	Charcot-Marie-Tooth disease type 2	Abnormality of limbs; Abnormality of the nervous system; Growth abnormality; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of blood and blood-forming tissues; Abnormality of metabolism/homeostasis; Abnormality of the genitourinary system; Abnormality of the ear; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system; Abnormality of the eye	nervous_system; musculature; skeletal_system; head_neck; respiratory; connective_tissue; digestive_system; eye; metabolism_homeostasis; ear; blood; genitourinary_system; integument; immune_system; endocrine; growth	nervous system disorder			hereditary disease		
MONDO:0019079	proximal spinal muscular atrophy	Abnormality of limbs; Abnormality of the nervous system; Abnormality of the respiratory system; Abnormality of the digestive system; Abnormality of the musculoskeletal system; Abnormality of prenatal development or birth; Abnormality of metabolism/homeostasis; Constitutional symptom; Abnormality of head or neck; Abnormality of the cardiovascular system; Abnormality of the immune system	musculature; nervous_system; skeletal_system; digestive_system; respiratory; connective_tissue; head_neck; prenatal_or_birth; metabolism_homeostasis; blood; immune_system; integument; ear	nervous system disorder			hereditary disease		
